unicode,label
1F468 + 200D + 1F3EB,man_teacher
1F616,confounded_face
1F454,necktie
274C,cross_mark
1F9D1 + 200D + 1F4BC,office_worker
1F468 + 200D + 1F4BC,man_office_worker
274C,cross_mark
1F481,person_tipping_hand
1F937,person_shrugging
1F9D1 + 200D + 1F4BC,office_worker
30 + FE0F + 20E3,keycap_0
1F90F,pinching_hand
1F46C,men_holding_hands
1F9D1 + 200D + 1F91D + 200D + 1F9D1,people_holding_hands
1F53B,red_triangle_pointed_down
1F469 + 200D + 1F4BC,woman_office_worker
1F468 + 200D + 1F4BC,man_office_worker
1F9D6 + 200D + 2640,woman_in_steamy_room
1F486 + 200D + 2642,man_getting_massage
1F9D6 + 200D + 2642,man_in_steamy_room
1F607,smiling_face_with_halo
1F44D,thumbs_up
1F389,party_popper
263A,smiling_face
1F308,rainbow
1F481,person_tipping_hand
1F481 + 200D + 2640,woman_tipping_hand
1F45C,handbag
1F4B8,money_with_wings
1F389,party_popper
1F64C,raising_hands
1F4AF,hundred_points
1F468 + 200D + 1F469 + 200D + 1F467 + 200D + 1F466,family_man_woman_girl_boy
1F469,woman
1F971,yawning_face
1F634,sleeping_face
1F601,beaming_face_with_smiling_eyes
1F3E1,house_with_garden
1F6CC,person_in_bed
1F54A,
1F5BC,framed_picture
1F304,sunrise_over_mountains
1F44D,thumbs_up
1F526,flashlight
2728,sparkles
1F3DE,national_park
1F44D,thumbs_up
1F646,person_gesturing_OK
1F646 + 200D + 2640,woman_gesturing_OK
1F4AF,hundred_points
1F389,party_popper
1F64C,raising_hands
1F4AF,hundred_points
1F3D6,beach_with_umbrella
1F469,woman
1F334,palm_tree
1F9C9,mate
1F601,beaming_face_with_smiling_eyes
1F325,sun_behind_large_cloud
1F371,bento_box
1F3D5,camping
1F603,grinning_face_with_big_eyes
1F576,sunglasses
1F334,palm_tree
1F3E0,house
1F3DB,classical_building
1F46E + 200D + 2640,woman_police_officer
1F4C8,chart_increasing
1F1F8 + 1F1EC,Singapore
1F3E0,house
1F97A,pleading_face
1F3E0,house
1F616,confounded_face
1F3E1,house_with_garden
1F97A,pleading_face
1F61F,worried_face
1F3E0,house
1F61F,worried_face
1F467,girl
1F61F,worried_face
1F630,anxious_face_with_sweat
1F61F,worried_face
1F3DA,derelict_house
1F4B8,money_with_wings
1F963,bowl_with_spoon
1F476,baby
1F3E0,house
1F64D + 200D + 2640,woman_frowning
1F3E1,house_with_garden
1FAC2,people_hugging
1F60A,smiling_face_with_smiling_eyes
1F3E1,house_with_garden
1F3E0,house
1F604,grinning_face_with_smiling_eyes
1F3E0,house
1F970,smiling_face_with_hearts
1F3E1,house_with_garden
1F970,smiling_face_with_hearts
1F46A,family
1F469 + 200D + 1F469 + 200D + 1F466,family_woman_woman_boy
1F468 + 200D + 1F468 + 200D + 1F466,family_man_man_boy
1F468 + 200D + 1F467,family_man_girl
1F469 + 200D + 1F466,family_woman_boy
1F3E0,house
1F603,grinning_face_with_big_eyes
1F467,girl
1F601,beaming_face_with_smiling_eyes
1F602,face_with_tears_of_joy
1F3E1,house_with_garden
1F970,smiling_face_with_hearts
1F37C,baby_bottle
1F476,baby
1F4B0,money_bag
1F600,grinning_face
1F603,grinning_face_with_big_eyes
1F604,grinning_face_with_smiling_eyes
1F9F9,broom
1F373,cooking
1FAA0,plunger
1F6D2,shopping_cart
1F3E0,house
1F3E0,house
2328,keyboard
1F3E0,house
1F9F9,broom
1F9F9,broom
1F9FC,soap
1F9F4,lotion_bottle
1F637,face_with_medical_mask
1F3E0,house
1F9F9,broom
1F624,face_with_steam_from_nose
1F9F9,broom
1F9FD,sponge
1F5D1,wastebasket
1F3E0,house
1F62D,loudly_crying_face
1F9F9,broom
1F5D1,wastebasket
1F9FD,sponge
1F37D,fork_and_knife_with_plate
1F37D,fork_and_knife_with_plate
1F3E0,house
1F9F9,broom
1F3E0,house
1F404,cow
1F410,goat
1F9AE,guide_dog
1F414,chicken
1F3E0,house
1F3E0,house
1F415,dog
1F3E0,house
1F436,dog_face
1F431,cat_face
1F430,rabbit_face
1F439,hamster
1F42D,mouse_face
1F63A,grinning_cat
1F436,dog_face
1F3E0,house
1F436,dog_face
1F431,cat_face
1F436,dog_face
1F431,cat_face
1F430,rabbit_face
1F3E0,house
1F436,dog_face
1F431,cat_face
1F60D,smiling_face_with_heart-eyes
1F3E0,house
1F9AE,guide_dog
1F9E0,brain
1F914,thinking_face
1F9E0,brain
2753,red_question_mark
1F4AC,speech_balloon
1F64B,person_raising_hand
1F9E0,brain
1F4AD,thought_balloon
1F9D1 + 200D + 1F393,student
1F468 + 200D + 1F393,man_student
2753,red_question_mark
1F4A1,light_bulb
1F5E3,speaking_head
2753,red_question_mark
1F914,thinking_face
1F913,nerd_face
2753,red_question_mark
1F9D1 + 200D + 1F393,student
1F9E0,brain
2753,red_question_mark
1F9D0,face_with_monocle
2753,red_question_mark
1F44D,thumbs_up
1F468 + 200D + 1F3EB,man_teacher
1F9CD,person_standing
1F9CD + 200D + 2640,woman_standing
1F9CD + 200D + 2642,man_standing
1F9D1 + 200D + 1F393,student
1F913,nerd_face
1F393,graduation_cap
1F47D,alien
1F916,robot
1F43E,paw_prints
1F913,nerd_face
1F436,dog_face
1F98A,fox
1F43B,bear
1F991,squid
1F333,deciduous_tree
1F433,spouting_whale
1F913,nerd_face
1F468 + 200D + 1F52C,man_scientist
1F52C,microscope
1F9EB,petri_dish
1F9A0,microbe
1F9E0,brain
1F9E0,brain
1F914,thinking_face
1F937 + 200D + 2640,woman_shrugging
1F9E0,brain
1F4A1,light_bulb
1F9E0,brain
2757,red_exclamation_mark
2757,red_exclamation_mark
1F913,nerd_face
1F50D,magnifying_glass_tilted_left
1F393,graduation_cap
1F9EA,test_tube
1F4A1,light_bulb
2705,check_mark_button
1F913,nerd_face
1F4A1,light_bulb
1F914,thinking_face
1F4AD,thought_balloon
1F4A1,light_bulb
1F9E0,brain
1F9E0,brain
1F4AF,hundred_points
1F64D + 200D + 2640,woman_frowning
2764,red_heart
1F64D + 200D + 2642,man_frowning
267E,infinity
1F502,repeat_single_button
1F491,couple_with_heart
1F469 + 200D + 2764 + 200D + 1F468,couple_with_heart_woman_man
1F469 + 200D + 2764 + 200D + 1F469,couple_with_heart_woman_woman
1F48D,ring
1F470 + 200D + 2642,man_with_veil
1F470 + 200D + 2640,woman_with_veil
1F935 + 200D + 2642,man_in_tuxedo
1F491,couple_with_heart
2764,red_heart
1F9D3,older_person
1F475,old_woman
1F570,mantelpiece_clock
1F4A4,zzz
1FAC2,people_hugging
1F498,heart_with_arrow
1F469 + 200D + 2764 + 200D + 1F468,couple_with_heart_woman_man
1F503,clockwise_vertical_arrows
1F46C,men_holding_hands
1F468 + 200D + 2764 + 200D + 1F48B + 200D + 1F468,kiss_man_man
23F3,hourglass_not_done
231B,hourglass_done
1F49E,revolving_hearts
1F468 + 200D + 1F9B3,man_white_hair
1F468 + 200D + 1F9B3,man_white_hair
1F491,couple_with_heart
1F601,beaming_face_with_smiling_eyes
267E,infinity
1F494,broken_heart
1F502,repeat_single_button
1F616,confounded_face
1F915,face_with_head-bandage
1F9D1 + 200D + 2695,health_worker
1F61F,worried_face
1F61F,worried_face
1F61F,worried_face
1F61F,worried_face
1F61F,worried_face
1F61F,worried_face
23F3,hourglass_not_done
1F623,persevering_face
1F915,face_with_head-bandage
1F503,clockwise_vertical_arrows
1F915,face_with_head-bandage
1F9B4,bone
1F528,hammer
1F9D1 + 200D + 1F9BD,person_in_manual_wheelchair
23F3,hourglass_not_done
1F62D,loudly_crying_face
1F625,sad_but_relieved_face
1F489,syringe
1F915,face_with_head-bandage
1F9E0,brain
1F468 + 200D + 2695,man_health_worker
1FA7A,stethoscope
1F9E0,brain
1F440,eyes
1FAC0,anatomical_heart
1FAC0,anatomical_heart
1F9E0,brain
1FAC1,lungs
1FAC0,anatomical_heart
1FAC1,lungs
1FAC1,lungs
1FAC0,anatomical_heart
1F9E0,brain
1FAC0,anatomical_heart
1FAC1,lungs
1F468 + 200D + 1F4BC,man_office_worker
1F448,backhand_index_pointing_left
1F9E0,brain
1FAC0,anatomical_heart
1FAC1,lungs
1F489,syringe
1F9EC,dna
1F4AD,thought_balloon
1F4AD,thought_balloon
1F9EC,dna
262E,peace_symbol
1F914,thinking_face
1F937,person_shrugging
1F9D8 + 200D + 2640,
1F9D0,face_with_monocle
1F52E,crystal_ball
1F449,backhand_index_pointing_right
1F440,eyes
1F448,backhand_index_pointing_left
1F468,man
1F448,backhand_index_pointing_left
1F4AD,thought_balloon
1F913,nerd_face
1F9E0,brain
1F4F2,mobile_phone_with_arrow
1F579,joystick
1F469 + 200D + 1F4BB,woman_technologist
1F9EC,dna
2699,gear
2638,
2699,gear
2699,gear
2699,gear
1F503,clockwise_vertical_arrows
2699,gear
1F449,backhand_index_pointing_right
2699,gear
2699,gear
1F448,backhand_index_pointing_left
1F637,face_with_medical_mask
1F9A0,microbe
1F48A,pill
2694,crossed_swords
1F9BF,mechanical_leg
1F469 + 200D + 1F527,woman_mechanic
274C,cross_mark
1F4A6,sweat_droplets
1F3A8,artist_palette
1F58C,paintbrush
1F645,person_gesturing_NO
1F4A6,sweat_droplets
1F3DC,desert
1F3A8,artist_palette
1F6B1,non-potable_water
1F3A8,artist_palette
1F32A,tornado
1F3A8,artist_palette
1F32C,wind_face
1F485,nail_polish
2600,sun
1F3A8,artist_palette
2668,hot_springs
1F58C,paintbrush
1F3DC,
1F3DD,desert_island
1F3D9,cityscape
2600,sun
1F3DC,desert
1F3DD,desert_island
1F975,hot_face
1F3DC,desert
1F6AB,prohibited
1F192,COOL_button
1F32A,tornado
1F3DD,desert_island
26F1,umbrella_on_ground
1F3DD,desert_island
2600,sun
1F3DC,desert
2668,hot_springs
1F307,sunset
1F3DC,desert
1F92C,face_with_symbols_on_mouth
1F64E + 200D + 2642,man_pouting
1F5E3,speaking_head
1F4AC,speech_balloon
1F3DC,desert
1F5E3,speaking_head
1F629,weary_face
1F644,face_with_rolling_eyes
270D + 1F3FB,writing_hand_light_skin_tone
1F4DD,memo
1F624,face_with_steam_from_nose
1F61E,disappointed_face
1F44E,thumbs_down
1F5E3,speaking_head
2600,sun
1F92C,face_with_symbols_on_mouth
2668,hot_springs
1F9D1 + 200D + 1F3EB,teacher
1F3DC,desert
1F973,partying_face
1F44B,waving_hand
1F612,unamused_face
1F610,neutral_face
1F611,expressionless_face
1F3DC,desert
1F64B + 200D + 2640,woman_raising_hand
1F636,face_without_mouth
1F610,neutral_face
1F611,expressionless_face
1F44B,waving_hand
1F64B,person_raising_hand
1F611,expressionless_face
1F611,expressionless_face
1F611,expressionless_face
1F44B,waving_hand
1F644,face_with_rolling_eyes
2600,sun
1F64B + 1F3FB + 200D + 2640,woman_raising_hand_light_skin_tone
2668,hot_springs
1F44B,waving_hand
1F3DC,
2600,sun
2600,sun
2600,sun
1F975,hot_face
1F3DC,desert
2600,sun
1F6B1,non-potable_water
1F3DC,desert
1F335,cactus
1F335,cactus
1F975,hot_face
1F975,hot_face
1F975,hot_face
1F975,hot_face
2600,sun
1F32C,wind_face
1F335,cactus
1F321,thermometer
2668,hot_springs
1F30E,globe_showing_Americas
1F321,thermometer
2708,airplane
1F5E3,speaking_head
1F47D,alien
1F5E3,speaking_head
1F1FB + 1F1EA,Venezuela
1F1F2 + 1F1EA,Montenegro
1F1F2 + 1F1F2,Myanmar_(Burma)
1F399,studio_microphone
1F5E3,speaking_head
1F50A,speaker_high_volume
1F914,thinking_face
2753,red_question_mark
2753,red_question_mark
1F1EB + 1F1F7,France
1F1EF + 1F1F5,Japan
1F469 + 200D + 1F9B1,woman_curly_hair
2708,airplane
1F5E3,speaking_head
1F442,ear
1F5E3,speaking_head
1F937 + 200D + 2640,woman_shrugging
1F30F,globe_showing_Asia-Australia
1F5E3,speaking_head
2708,airplane
1F5FA,world_map
1F47D,alien
1F1FA + 1F1F3,United_Nations
1F1FB + 1F1EA,Venezuela
1F1F2 + 1F1EA,Montenegro
1F1F2 + 1F1F2,Myanmar_(Burma)
1F1FA + 1F1F3,United_Nations
2753,red_question_mark
2753,red_question_mark
1F1E7 + 1F1F1,St._Barthélemy
1F1F2 + 1F1F5,Northern_Mariana_Islands
1F1E9 + 1F1EC,Diego_Garcia
1F1F9 + 1F1E6,Tristan_da_Cunha
1F1E6 + 1F1EB,Afghanistan
1F1E6 + 1F1FD,Åland_Islands
1F1E6 + 1F1F1,Albania
2708,airplane
1F3DD,desert_island
1F9F3,luggage
1F1EE + 1F1F4,British_Indian_Ocean_Territory
1F1E7 + 1F1E6,Bosnia_&_Herzegovina
1F1EC + 1F1FE,Guyana
1F1EC + 1F1F6,Equatorial_Guinea
1F38C,crossed_flags
1F1EC + 1F1EA,Georgia
1F30F,globe_showing_Asia-Australia
1F1EC + 1F1E7,United_Kingdom
2708,airplane
1F3D9,cityscape
1F47D,alien
1F3D9,cityscape
1F1FB + 1F1EA,Venezuela
1F1F2 + 1F1EA,Montenegro
1F1F2 + 1F1F2,Myanmar_(Burma)
1F306,cityscape_at_dusk
2753,red_question_mark
2753,red_question_mark
1F306,cityscape_at_dusk
1F1E8 + 1F1FF,Czechia
1F1EC + 1F1EA,Georgia
1F1EC + 1F1ED,Ghana
2708,airplane
1F3DD,desert_island
1F9F3,luggage
1F1EE + 1F1F4,British_Indian_Ocean_Territory
1F30F,globe_showing_Asia-Australia
1F3D9,cityscape
2757,red_exclamation_mark
1F1E8 + 1F1F3,China
26A0,warning
1F4E6,package
1F37D,fork_and_knife_with_plate
274C,cross_mark
1F4AA + 1F3FB,flexed_biceps_light_skin_tone
1F1E8 + 1F1F3,China
2615,hot_beverage
1F4AA,flexed_biceps
1F1E8 + 1F1F3,China
1F1E8 + 1F1F3,China
1F601,beaming_face_with_smiling_eyes
1F44D,thumbs_up
1FAD6,teapot
1F37D,fork_and_knife_with_plate
1F1E8 + 1F1F3,China
1F37D,fork_and_knife_with_plate
1F64C,raising_hands
1F914,thinking_face
1F1E8 + 1F1F3,China
1F6D1,stop_sign
1F41D,honeybee
26A0,warning
1F4E6,package
1F423,hatching_chick
274C,cross_mark
1F4AA + 1F3FB,flexed_biceps_light_skin_tone
1F98B,butterfly
1F423,hatching_chick
1F4B8,money_with_wings
1F32C,wind_face
1FAA1,sewing_needle
1F6A3,person_rowing_boat
1F985,eagle
1F54A,dove
1F98B,
1F914,thinking_face
1F54A,dove
2755,white_exclamation_mark
1F4AC,speech_balloon
26A0,warning
1F4E6,package
1F5E3,speaking_head
1F4AC,speech_balloon
1F9D8,person_in_lotus_position
1F54A,dove
262E,peace_symbol
1F5E3,speaking_head
203C,double_exclamation_mark
1F5E3,speaking_head
1F5E3,speaking_head
1F603,grinning_face_with_big_eyes
1F91D,handshake
1F54A,dove
262E,peace_symbol
1F64B,person_raising_hand
1F9CF + 200D + 2642,deaf_man
1F64E + 200D + 2642,man_pouting
1F64B + 200D + 2642,man_raising_hand
1F9CF,deaf_person
1F64E,person_pouting
1F914,thinking_face
1F465,busts_in_silhouette
1F49E,revolving_hearts
1F35C,steaming_bowl
26A0,warning
1F4E6,package
1F60B,face_savoring_food
274C,cross_mark
1F336,hot_pepper
1F445,tongue
1F608,smiling_face_with_horns
1F61D,squinting_face_with_tongue
1F61D,squinting_face_with_tongue
1F60B,face_savoring_food
1F60B,face_savoring_food
1F44D,thumbs_up
1F445,tongue
1F914,thinking_face
1F60B,face_savoring_food
1F914,thinking_face
1F5E3,speaking_head
1F9CF + 200D + 2640,deaf_woman
1F914,thinking_face
1F9E0,brain
1F50A,speaker_high_volume
1F5E3,speaking_head
263A,smiling_face
1F44D,thumbs_up
1F44D,thumbs_up
1F5E3,speaking_head
1F5E3,speaking_head
1F442,ear
1F44D,thumbs_up
1F914,thinking_face
1F9E0,brain
1F5E3,speaking_head
1F642,slightly_smiling_face
1F197,OK_button
1F508,speaker_low_volume
1F5E3,speaking_head
1F9D1 + 200D + 1F3EB,teacher
1F5E3,speaking_head
1F64B,person_raising_hand
1F9CF + 200D + 2640,deaf_woman
1F44D,thumbs_up
1F442,ear
1F5E3,speaking_head
1F9D0,
1F9E0,brain
1F50A,speaker_high_volume
1F6B6,person_walking
1F44D,thumbs_up
23E9,fast-forward_button
1F4AF,hundred_points
1F4A1,light_bulb
1F50A,speaker_high_volume
1F6B6,person_walking
1F508,speaker_low_volume
27A1,right_arrow
2935,right_arrow_curving_down
1F466,boy
1F50D,magnifying_glass_tilted_left
1F4DD,memo
1F44D,thumbs_up
270D,writing_hand
1F4D1,bookmark_tabs
1F442,ear
1F4CB,clipboard
1F635 + 200D + 1F4AB,
1F50A,speaker_high_volume
1F44A,oncoming_fist
1F44D,thumbs_up
1F5D1,wastebasket
1F5E3,speaking_head
1F5D1,wastebasket
1F50A,speaker_high_volume
1F94A,boxing_glove
1F508,speaker_low_volume
1F5D1,wastebasket
1F6AE,litter_in_bin_sign
1F621,enraged_face
1F9F9,broom
1F62D,loudly_crying_face
1F50A,speaker_high_volume
1F645,person_gesturing_NO
1F442,ear
1F5D1,wastebasket
1F914,
1F50A,speaker_high_volume
1F5E3,speaking_head
1F44D,thumbs_up
1F5E3,speaking_head
1F5E3,speaking_head
1F9CF + 200D + 2642,deaf_man
1F4AF,hundred_points
1F50A,speaker_high_volume
1F5E3,speaking_head
1F44D + 1F3FB,thumbs_up_light_skin_tone
1F399,studio_microphone
1F5E3,speaking_head
1F466,boy
1F5E3,speaking_head
1F469,woman
1F914,thinking_face
1F44D,thumbs_up
1F44D,thumbs_up
1F9CF + 200D + 2640,deaf_woman
1F442,ear
1F4AC,speech_balloon
2600,sun
1F457,dress
2728,sparkles
1F457,dress
1F506,bright_button
1F457,dress
1F506,bright_button
1F457,dress
1F506,bright_button
1F6B9,men’s_room
1F6BA,women’s_room
2600,sun
1F3EB,school
1F506,bright_button
1F6B9,men’s_room
1F6BA,women’s_room
2600,sun
1F3EB,school
1F506,bright_button
1F457,dress
1F483,woman_dancing
1F4A1,light_bulb
1F56F,candle
1F3E0,house
1F60E,smiling_face_with_sunglasses
1F468 + 200D + 1F52C,man_scientist
1F469 + 200D + 2695,woman_health_worker
1F9D1 + 200D + 1F4BB,technologist
1F506,bright_button
1F6B9,men’s_room
1F6BA,women’s_room
2600,sun
1F3A8,artist_palette
1F457,dress
1F506,bright_button
1F457,dress
1F483,woman_dancing
1F506,bright_button
1F6B9,men’s_room
1F6BA,women’s_room
2600,sun
1F3EB,school
1F506,bright_button
2600,sun
2728,sparkles
2600,sun
2600,sun
1F506,bright_button
1F506,bright_button
1F6B9,men’s_room
1F6BA,women’s_room
2600,sun
1F52E,crystal_ball
2600,sun
1F3EB,school
1F506,bright_button
1F6B9,men’s_room
1F6BA,women’s_room
2728,sparkles
2600,sun
1F506,bright_button
1F52E,crystal_ball
2600,sun
1F3A8,artist_palette
1F457,dress
1F457,dress
2728,sparkles
1F506,bright_button
1F457,dress
1F483,woman_dancing
2600,sun
1F3A8,artist_palette
1F457,dress
2600,sun
1F31F,glowing_star
2600,sun
1F506,bright_button
1F506,bright_button
1F457,dress
1F483,woman_dancing
1F311,new_moon
1F3EB,school
1F92B,shushing_face
3299,Japanese_secret_button
1F628,fearful_face
1F479,ogre
1F311,new_moon
274C,cross_mark
1F4A1,light_bulb
1F608,smiling_face_with_horns
2753,red_question_mark
1F937 + 200D + 2640,woman_shrugging
1F608,smiling_face_with_horns
1F4C8,chart_increasing
1F311,
1F311,
1F576,sunglasses
1F47F,angry_face_with_horns
1F311,new_moon
1F30A,water_wave
1F4A6,sweat_droplets
1F576,sunglasses
1F3E0,house
1F311,new_moon
274C,cross_mark
1F4A1,light_bulb
1F311,
1F576,sunglasses
1F30A,water_wave
1F311,new_moon
1F6B9,men’s_room
1F47F,
1F576,sunglasses
1F30A,water_wave
1F311,new_moon
1F51E,no_one_under_eighteen
1F30A,water_wave
1F311,new_moon
1FA83,boomerang
1F47F,angry_face_with_horns
1F608,smiling_face_with_horns
1F628,fearful_face
1F479,ogre
26AB,black_circle
1F30A,water_wave
1F311,
1F31A,
1F608,smiling_face_with_horns
1F4C8,chart_increasing
274C,cross_mark
1F4A1,light_bulb
1F9CD,person_standing
26AB,black_circle
1F9F1,brick
1F47F,
1F311,
1F311,new_moon
1F464,bust_in_silhouette
274C,cross_mark
1F4A1,light_bulb
1F9CD,person_standing
274C,cross_mark
1F4A1,light_bulb
1F9CD,person_standing
1F311,new_moon
1F6B9,men’s_room
1F576,sunglasses
1F95B,glass_of_milk
1F311,new_moon
1F4C6,tear-off_calendar
1F576,sunglasses
1F576,sunglasses
1F464,bust_in_silhouette
1F311,new_moon
1F635,face_with_crossed-out_eyes
1F480,skull
1F47F,angry_face_with_horns
1F608,smiling_face_with_horns
2660,spade_suit
1F47F,angry_face_with_horns
26AB,black_circle
1F95B,glass_of_milk
1F311,new_moon
1F30A,water_wave
1F4A6,sweat_droplets
1F576,sunglasses
1F576,sunglasses
1F464,bust_in_silhouette
2660,spade_suit
1F47F,angry_face_with_horns
1F311,new_moon
1FA83,boomerang
1F526,flashlight
1F6AB,prohibited
1F6AB,prohibited
1F311,
1F576,
1F576,sunglasses
1F576,sunglasses
26C8,cloud_with_lightning_and_rain
1F32B,fog
1F311,new_moon
1F697,automobile
1F6E3,motorway
2714,check_mark
1F449,backhand_index_pointing_right
1F6E3,motorway
2714,check_mark
1F4A1,light_bulb
1F469,woman
1F44D,thumbs_up
1F449,backhand_index_pointing_right
1F91A,raised_back_of_hand
2714,check_mark
1F4C4,page_facing_up
270D,writing_hand
27A1,right_arrow
1F91D,handshake
2714,
2714,check_mark
1F4A1,light_bulb
1F469,woman
1F44D,thumbs_up
1F44D,thumbs_up
1F574,person_in_suit_levitating
2714,check_mark
1F6E3,motorway
27A1,right_arrow
1F468,man
1F44C,OK_hand
1F449,backhand_index_pointing_right
1F3E6,bank
1F449,backhand_index_pointing_right
1F6E3,motorway
1F449,backhand_index_pointing_right
1F471 + 1F3FB + 200D + 2642,man_light_skin_tone_blond_hair
1F64B + 200D + 2640,woman_raising_hand
1F44D,thumbs_up
2705,check_mark_button
27A1,right_arrow
1F4AF,hundred_points
2714,
2714,check_mark
1F3E6,bank
270B,raised_hand
1F449,backhand_index_pointing_right
1F44D,thumbs_up
2705,check_mark_button
1F44D,
2714,
1F932,palms_up_together
1F91A,raised_back_of_hand
1F449,backhand_index_pointing_right
1F590,hand_with_fingers_splayed
1F449,backhand_index_pointing_right
1F3DE,national_park
1F44D,thumbs_up
1F3E6,bank
1F4B0,money_bag
1F4B0,money_bag
1F4B0,money_bag
1F697,automobile
1F6E3,motorway
2714,check_mark
1F449,backhand_index_pointing_right
1F3DE,national_park
1F449,
2714,
1F469,woman
1F60D,smiling_face_with_heart-eyes
1F468,man
2714,check_mark
1F449,backhand_index_pointing_right
2714,check_mark
27A1,right_arrow
1F3E6,bank
1F4B0,money_bag
1F44D,thumbs_up
1F3E6,bank
1F4B0,money_bag
1F4B0,money_bag
1F4B0,money_bag
1F44D,thumbs_up
1F3E6,bank
1F4B0,money_bag
1F4B0,money_bag
1F4B0,money_bag
1F449,backhand_index_pointing_right
1F3DE,national_park
1F44D,
1F44D,
2714,check_mark
1F44D,thumbs_up
2714,check_mark
1F44D,thumbs_up
1F697,automobile
1F6E3,motorway
2714,check_mark
2714,check_mark
1F4A1,light_bulb
1F469,woman
1F44D,thumbs_up
1F44D,thumbs_up
1F3E6,bank
1F4B8,money_with_wings
1F4B9,chart_increasing_with_yen
27A1,right_arrow
1F3E6,bank
1F4B0,money_bag
1F449,backhand_index_pointing_right
1F3E6,bank
1F449,backhand_index_pointing_right
1F6E3,motorway
2705,
1F4AF,
27A1,right_arrow
1F468,man
1F44C,OK_hand
27A1,right_arrow
1F3E6,bank
1F4B0,money_bag
1F44D,thumbs_up
1F3E6,bank
1F4B8,money_with_wings
1F4B9,chart_increasing_with_yen
2714,check_mark
1F468,man
1F495,two_hearts
1F44D,thumbs_up
1F3E6,bank
1F4B8,money_with_wings
1F4B9,chart_increasing_with_yen
2714,check_mark
1F468,man
1F44D,thumbs_up
1F3E6,bank
1F4B0,money_bag
1F4B0,money_bag
1F4B0,money_bag
1F914,thinking_face
1F4AD,thought_balloon
1F4A1,light_bulb
1F4C8,chart_increasing
2714,check_mark
1F3E6,bank
27A1,right_arrow
1F9D1 + 200D + 1F91D + 200D + 1F9D1,people_holding_hands
1F448,backhand_index_pointing_left
27A1,right_arrow
1F9D1 + 200D + 1F91D + 200D + 1F9D1,people_holding_hands
1F448,backhand_index_pointing_left
1F449,backhand_index_pointing_right
2714,check_mark
1F449,
2714,
1F469,woman
1F60D,smiling_face_with_heart-eyes
1F468,man
2714,check_mark
1F6E3,motorway
2197,up-right_arrow
1F90F,pinching_hand
1F6A2,ship
2668,hot_springs
1FAC1,lungs
1F4A8,dashing_away
1F90F,pinching_hand
1F4C5,calendar
1FA73,shorts
2708,airplane
231B,hourglass_done
1F4D6,open_book
23F3,hourglass_not_done
1F5D3,spiral_calendar
1F4C5,calendar
23F3,hourglass_not_done
1FAC0,anatomical_heart
1F493,beating_heart
1F972,smiling_face_with_tear
2708,airplane
1F90F,pinching_hand
1F3D6,beach_with_umbrella
274C,cross_mark
270F,pencil
1FA93,axe
1F527,wrench
274C,cross_mark
270F,pencil
1FA93,axe
1F527,wrench
1F90F,pinching_hand
1F3ED,factory
1F90F,pinching_hand
1F4D9,orange_book
1F4D6,open_book
1F90F,pinching_hand
1F9B1,curly_hair
1F90F,pinching_hand
2708,airplane
1F90F,pinching_hand
1F4E6,package
23EC,fast_down_button
1F9E5,coat
1F45A,woman’s_clothes
1F455,t-shirt
1F456,jeans
23F3,hourglass_not_done
1FAC0,anatomical_heart
1F493,beating_heart
1FA73,shorts
2708,airplane
1F90F,pinching_hand
1F4E6,package
1FA73,shorts
1F3D6,beach_with_umbrella
1F90F,pinching_hand
1F4B2,heavy_dollar_sign
23EC,fast_down_button
1F9E5,coat
1F45A,woman’s_clothes
1F455,t-shirt
1F456,jeans
231B,hourglass_done
1F4D4,notebook_with_decorative_cover
203C,double_exclamation_mark
26A0,warning
1F35E,bread
1F90F,pinching_hand
1F4B5,dollar_banknote
1F6EB,airplane_departure
1F6EC,airplane_arrival
23F3,hourglass_not_done
1F4D5,closed_book
1F972,smiling_face_with_tear
1F90F,pinching_hand
2708,airplane
26E9,shinto_shrine
23F3,hourglass_not_done
1F550,one_o’clock
1F469 + 200D + 1F9B3,woman_white_hair
1F9D3,older_person
1FA73,shorts
1F3D6,beach_with_umbrella
1F90F,pinching_hand
1F5E3,speaking_head
1F4D6,open_book
1F51C,SOON_arrow
1F4C5,calendar
1FA73,shorts
1F6F3,passenger_ship
1F4A8,dashing_away
1FA73,shorts
1F5D3,spiral_calendar
1F90F,pinching_hand
1F5E3,speaking_head
1F937,person_shrugging
1F4B8,money_with_wings
1F4B8,money_with_wings
1F4B8,money_with_wings
231A,watch
1F4D6,open_book
231B,hourglass_done
1F4C5,calendar
1F90F,pinching_hand
1F35E,bread
23F3,hourglass_not_done
2708,airplane
23F3,hourglass_not_done
1F4D5,closed_book
23F3,hourglass_not_done
2708,airplane
1F90F,pinching_hand
1F3ED,factory
1F972,smiling_face_with_tear
1F90F,pinching_hand
2708,airplane
26E9,shinto_shrine
231B,hourglass_done
1F5D3,spiral_calendar
1F90F,pinching_hand
1F9F3,luggage
1F6C4,baggage_claim
1F90F,pinching_hand
1F487 + 200D + 2640,woman_getting_haircut
1F90F,pinching_hand
1F4A1,light_bulb
26A1,high_voltage
1F4B0,money_bag
1F4B8,money_with_wings
1F614,pensive_face
23F3,hourglass_not_done
1F5D3,spiral_calendar
1F4C5,calendar
1FA73,shorts
1F3D6,beach_with_umbrella
23EC,fast_down_button
1F9E5,coat
