sent1,sent2,label,strategy,sent1_emoji,sent1_emoji_unicode
This is face_with_monocle [EM] crystal_ball.,This is internal sense.,1,1,This is 🧐 🔮,This is {1F9D0} {1F52E}
This is backhand_index_pointing_right [EM] eyes [EM] backhand_index_pointing_left.,This is internal sense.,1,1,This is 👉 👀 👈,This is {1F449} {1F440} {1F448}
This is man [EM] backhand_index_pointing_left [EM] thought_balloon.,This is internal sense.,1,1,This is 👨 👈 💭,This is {1F468} {1F448} {1F4AD}
This is nerd_face [EM] brain.,This is internal sense.,1,1,This is 🤓 🧠,This is {1F913} {1F9E0}
This is mobile_phone_with_arrow [EM] joystick [EM] woman_technologist.,This is internal mechanism.,1,1,This is 📲 🕹 👩‍💻,This is {1F4F2} {1F579} {1F469 + 200D + 1F4BB}
This is dna [EM] gear.,This is internal mechanism.,1,1,This is 🧬 ⚙,This is {1F9EC} {2699}
This is wheel_of_dharma.,This is internal mechanism.,1,4,This is ☸,This is {2638}
This is gear [EM] gear [EM] gear.,This is internal mechanism.,1,3,This is ⚙ ⚙ ⚙,This is {2699} {2699} {2699}
This is clockwise_vertical_arrows [EM] gear.,This is internal mechanism.,1,0,This is 🔃 ⚙,This is {1F503} {2699}
This is backhand_index_pointing_right [EM] gear [EM] gear [EM] backhand_index_pointing_left.,This is internal mechanism.,1,1,This is 👉 ⚙ ⚙ 👈,This is {1F449} {2699} {2699} {1F448}
This is face_with_medical_mask [EM] microbe [EM] pill [EM] crossed_swords.,This is internal mechanism.,1,1,This is 😷 🦠 💊 ⚔,This is {1F637} {1F9A0} {1F48A} {2694}
This is mechanical_leg [EM] woman_mechanic.,This is internal mechanism.,1,1,This is 🦿 👩‍🔧,This is {1F9BF} {1F469 + 200D + 1F527}
This is cross_mark [EM] sweat_droplets [EM] artist_palette.,This is dry paint.,1,0,This is ❌ 💦 🎨,This is {274C} {1F4A6} {1F3A8}
This is paintbrush [EM] person_gesturing_NO [EM] sweat_droplets.,This is dry paint.,1,0,This is 🖌 🙅 💦,This is {1F58C} {1F645} {1F4A6}
This is desert [EM] artist_palette.,This is dry paint.,1,0,This is 🏜 🎨,This is {1F3DC} {1F3A8}
This is non-potable_water [EM] artist_palette.,This is dry paint.,1,0,This is 🚱 🎨,This is {1F6B1} {1F3A8}
This is tornado [EM] artist_palette.,This is dry paint.,1,1,This is 🌪 🎨,This is {1F32A} {1F3A8}
This is wind_face [EM] nail_polish.,This is dry paint.,1,1,This is 🌬 💅,This is {1F32C} {1F485}
This is sun [EM] artist_palette.,This is dry paint.,1,1,This is ☀ 🎨,This is {2600} {1F3A8}
This is hot_springs [EM] paintbrush.,This is dry paint.,1,0,This is ♨ 🖌,This is {2668} {1F58C}
This is desert.,This is dry land.,1,4,This is 🏜,This is {1F3DC}
This is desert_island [EM] cityscape [EM] sun.,This is dry land.,1,1,This is 🏝 🏙 ☀,This is {1F3DD} {1F3D9} {2600}
This is desert [EM] desert_island.,This is dry land.,1,2,This is 🏜 🏝,This is {1F3DC} {1F3DD}
This is hot_face [EM] desert [EM] prohibited [EM] COOL_button.,This is dry land.,1,1,This is 🥵 🏜 🚫 🆒,This is {1F975} {1F3DC} {1F6AB} {1F192}
This is tornado [EM] desert_island.,This is dry land.,1,1,This is 🌪 🏝,This is {1F32A} {1F3DD}
This is umbrella_on_ground [EM] desert_island.,This is dry land.,1,1,This is ⛱ 🏝,This is {26F1} {1F3DD}
This is sun [EM] desert.,This is dry land.,1,1,This is ☀ 🏜,This is {2600} {1F3DC}
This is hot_springs [EM] sunset.,This is dry land.,1,1,This is ♨ 🌇,This is {2668} {1F307}
This is desert [EM] face_with_symbols_on_mouth.,This is dry critique.,1,0,This is 🏜 🤬,This is {1F3DC} {1F92C}
This is man_pouting [EM] speaking_head [EM] speech_balloon.,This is dry critique.,1,1,This is 🙎‍♂ 🗣 💬,This is {1F64E + 200D + 2642} {1F5E3} {1F4AC}
This is desert [EM] speaking_head.,This is dry critique.,1,0,This is 🏜 🗣,This is {1F3DC} {1F5E3}
This is weary_face [EM] face_with_rolling_eyes [EM] writing_hand_light_skin_tone [EM] memo.,This is dry critique.,1,1,This is 😩 🙄 ✍🏻 📝,This is {1F629} {1F644} {270D + 1F3FB} {1F4DD}
This is face_with_steam_from_nose [EM] disappointed_face.,This is dry critique.,1,1,This is 😤 😞,This is {1F624} {1F61E}
This is thumbs_down [EM] speaking_head.,This is dry critique.,1,0,This is 👎 🗣,This is {1F44E} {1F5E3}
This is sun [EM] face_with_symbols_on_mouth.,This is dry critique.,1,0,This is ☀ 🤬,This is {2600} {1F92C}
This is hot_springs [EM] teacher.,This is dry critique.,1,0,This is ♨ 🧑‍🏫,This is {2668} {1F9D1 + 200D + 1F3EB}
This is desert [EM] partying_face.,This is dry greeting.,1,0,This is 🏜 🥳,This is {1F3DC} {1F973}
This is waving_hand [EM] unamused_face [EM] neutral_face [EM] expressionless_face.,This is dry greeting.,1,1,This is 👋 😒 😐 😑,This is {1F44B} {1F612} {1F610} {1F611}
This is desert [EM] woman_raising_hand.,This is dry greeting.,1,0,This is 🏜 🙋‍♀,This is {1F3DC} {1F64B + 200D + 2640}
This is face_without_mouth [EM] neutral_face [EM] expressionless_face [EM] waving_hand.,This is dry greeting.,1,1,This is 😶 😐 😑 👋,This is {1F636} {1F610} {1F611} {1F44B}
This is person_raising_hand [EM] expressionless_face [EM] expressionless_face [EM] expressionless_face.,This is dry greeting.,1,1,This is 🙋 😑 😑 😑,This is {1F64B} {1F611} {1F611} {1F611}
This is waving_hand [EM] face_with_rolling_eyes.,This is dry greeting.,1,1,This is 👋 🙄,This is {1F44B} {1F644}
This is sun [EM] woman_raising_hand_light_skin_tone.,This is dry greeting.,1,0,This is ☀ 🙋🏻‍♀,This is {2600} {1F64B + 1F3FB + 200D + 2640}
This is hot_springs [EM] waving_hand.,This is dry greeting.,1,0,This is ♨ 👋,This is {2668} {1F44B}
This is desert.,This is dry climate.,1,4,This is 🏜,This is {1F3DC}
This is sun [EM] sun [EM] sun [EM] hot_face.,This is dry climate.,1,1,This is ☀ ☀ ☀ 🥵,This is {2600} {2600} {2600} {1F975}
This is desert [EM] sun.,This is dry climate.,1,1,This is 🏜 ☀,This is {1F3DC} {2600}
This is non-potable_water [EM] desert [EM] cactus.,This is dry climate.,1,1,This is 🚱 🏜 🌵,This is {1F6B1} {1F3DC} {1F335}
This is cactus [EM] hot_face [EM] hot_face [EM] hot_face [EM] hot_face.,This is dry climate.,1,1,This is 🌵 🥵 🥵 🥵 🥵,This is {1F335} {1F975} {1F975} {1F975} {1F975}
This is sun [EM] wind_face.,This is dry climate.,1,1,This is ☀ 🌬,This is {2600} {1F32C}
This is cactus [EM] thermometer.,This is dry climate.,1,1,This is 🌵 🌡,This is {1F335} {1F321}
This is hot_springs [EM] globe_showing_Americas [EM] thermometer.,This is dry climate.,1,1,This is ♨ 🌎 🌡,This is {2668} {1F30E} {1F321}
This is airplane [EM] speaking_head.,This is foreign accent.,1,0,This is ✈ 🗣,This is {2708} {1F5E3}
This is alien [EM] speaking_head.,This is foreign accent.,1,0,This is 👽 🗣,This is {1F47D} {1F5E3}
This is Venezuela [EM] Montenegro [EM] Myanmar_(Burma) [EM] studio_microphone [EM] speaking_head.,This is foreign accent.,1,1,This is 🇻🇪 🇲🇪 🇲🇲 🎙 🗣,This is {1F1FB + 1F1EA} {1F1F2 + 1F1EA} {1F1F2 + 1F1F2} {1F399} {1F5E3}
This is speaker_high_volume [EM] thinking_face [EM] red_question_mark [EM] red_question_mark.,This is foreign accent.,1,1,This is 🔊 🤔 ❓ ❓,This is {1F50A} {1F914} {2753} {2753}
This is France [EM] Japan [EM] woman_curly_hair.,This is foreign accent.,1,1,This is 🇫🇷 🇯🇵 👩‍🦱,This is {1F1EB + 1F1F7} {1F1EF + 1F1F5} {1F469 + 200D + 1F9B1}
This is airplane [EM] speaking_head [EM] ear.,This is foreign accent.,1,0,This is ✈ 🗣 👂,This is {2708} {1F5E3} {1F442}
This is speaking_head [EM] woman_shrugging.,This is foreign accent.,1,1,This is 🗣 🤷‍♀,This is {1F5E3} {1F937 + 200D + 2640}
This is globe_showing_Asia-Australia [EM] speaking_head.,This is foreign accent.,1,0,This is 🌏 🗣,This is {1F30F} {1F5E3}
This is airplane [EM] world_map.,This is foreign nation.,1,1,This is ✈ 🗺,This is {2708} {1F5FA}
This is alien [EM] United_Nations.,This is foreign nation.,1,0,This is 👽 🇺🇳,This is {1F47D} {1F1FA + 1F1F3}
This is Venezuela [EM] Montenegro [EM] Myanmar_(Burma) [EM] United_Nations.,This is foreign nation.,1,2,This is 🇻🇪 🇲🇪 🇲🇲 🇺🇳,This is {1F1FB + 1F1EA} {1F1F2 + 1F1EA} {1F1F2 + 1F1F2} {1F1FA + 1F1F3}
This is red_question_mark [EM] red_question_mark [EM] St._Barthélemy [EM] Northern_Mariana_Islands [EM] Diego_Garcia [EM] Tristan_da_Cunha.,This is foreign nation.,1,0,This is ❓ ❓ 🇧🇱 🇲🇵 🇩🇬 🇹🇦,This is {2753} {2753} {1F1E7 + 1F1F1} {1F1F2 + 1F1F5} {1F1E9 + 1F1EC} {1F1F9 + 1F1E6}
This is Afghanistan [EM] Åland_Islands [EM] Albania.,This is foreign nation.,1,2,This is 🇦🇫 🇦🇽 🇦🇱,This is {1F1E6 + 1F1EB} {1F1E6 + 1F1FD} {1F1E6 + 1F1F1}
This is airplane [EM] desert_island.,This is foreign nation.,1,1,This is ✈ 🏝,This is {2708} {1F3DD}
This is luggage [EM] British_Indian_Ocean_Territory [EM] Bosnia_&_Herzegovina [EM] Guyana [EM] Equatorial_Guinea [EM] crossed_flags [EM] Georgia.,This is foreign nation.,1,2,This is 🧳 🇮🇴 🇧🇦 🇬🇾 🇬🇶 🎌 🇬🇪,This is {1F9F3} {1F1EE + 1F1F4} {1F1E7 + 1F1E6} {1F1EC + 1F1FE} {1F1EC + 1F1F6} {1F38C} {1F1EC + 1F1EA}
This is globe_showing_Asia-Australia [EM] United_Kingdom.,This is foreign nation.,1,2,This is 🌏 🇬🇧,This is {1F30F} {1F1EC + 1F1E7}
This is airplane [EM] cityscape.,This is foreign city.,1,1,This is ✈ 🏙,This is {2708} {1F3D9}
This is alien [EM] cityscape.,This is foreign city.,1,0,This is 👽 🏙,This is {1F47D} {1F3D9}
This is Venezuela [EM] Montenegro [EM] Myanmar_(Burma) [EM] cityscape_at_dusk.,This is foreign city.,1,2,This is 🇻🇪 🇲🇪 🇲🇲 🌆,This is {1F1FB + 1F1EA} {1F1F2 + 1F1EA} {1F1F2 + 1F1F2} {1F306}
This is red_question_mark [EM] red_question_mark [EM] cityscape_at_dusk.,This is foreign city.,1,0,This is ❓ ❓ 🌆,This is {2753} {2753} {1F306}
This is Czechia [EM] Georgia [EM] Ghana.,This is foreign city.,1,2,This is 🇨🇿 🇬🇪 🇬🇭,This is {1F1E8 + 1F1FF} {1F1EC + 1F1EA} {1F1EC + 1F1ED}
This is airplane [EM] desert_island.,This is foreign city.,1,1,This is ✈ 🏝,This is {2708} {1F3DD}
This is luggage [EM] British_Indian_Ocean_Territory.,This is foreign city.,1,1,This is 🧳 🇮🇴,This is {1F9F3} {1F1EE + 1F1F4}
This is globe_showing_Asia-Australia [EM] cityscape.,This is foreign city.,1,1,This is 🌏 🏙,This is {1F30F} {1F3D9}
This is red_exclamation_mark [EM] China.,This is delicate china.,1,0,This is ❗ 🇨🇳,This is {2757} {1F1E8 + 1F1F3}
This is warning [EM] package [EM] fork_and_knife_with_plate.,This is delicate china.,1,1,This is ⚠ 📦 🍽,This is {26A0} {1F4E6} {1F37D}
This is cross_mark [EM] flexed_biceps_light_skin_tone [EM] China [EM] hot_beverage.,This is delicate china.,1,1,This is ❌ 💪🏻 🇨🇳 ☕,This is {274C} {1F4AA + 1F3FB} {1F1E8 + 1F1F3} {2615}
This is flexed_biceps [EM] China.,This is delicate china.,1,0,This is 💪 🇨🇳,This is {1F4AA} {1F1E8 + 1F1F3}
This is China [EM] beaming_face_with_smiling_eyes [EM] thumbs_up.,This is delicate china.,1,0,This is 🇨🇳 😁 👍,This is {1F1E8 + 1F1F3} {1F601} {1F44D}
This is teapot [EM] fork_and_knife_with_plate [EM] China.,This is delicate china.,1,2,This is 🫖 🍽 🇨🇳,This is {1FAD6} {1F37D} {1F1E8 + 1F1F3}
This is fork_and_knife_with_plate [EM] raising_hands.,This is delicate china.,1,1,This is 🍽 🙌,This is {1F37D} {1F64C}
This is thinking_face [EM] China.,This is delicate china.,1,0,This is 🤔 🇨🇳,This is {1F914} {1F1E8 + 1F1F3}
This is stop_sign [EM] honeybee.,This is delicate wing.,1,1,This is 🛑 🐝,This is {1F6D1} {1F41D}
This is warning [EM] package [EM] hatching_chick.,This is delicate wing.,1,1,This is ⚠ 📦 🐣,This is {26A0} {1F4E6} {1F423}
This is cross_mark [EM] flexed_biceps_light_skin_tone [EM] butterfly.,This is delicate wing.,1,0,This is ❌ 💪🏻 🦋,This is {274C} {1F4AA + 1F3FB} {1F98B}
This is hatching_chick [EM] money_with_wings.,This is delicate wing.,1,1,This is 🐣 💸,This is {1F423} {1F4B8}
This is wind_face [EM] sewing_needle [EM] person_rowing_boat.,This is delicate wing.,1,1,This is 🌬 🪡 🚣,This is {1F32C} {1FAA1} {1F6A3}
This is eagle [EM] dove.,This is delicate wing.,1,2,This is 🦅 🕊,This is {1F985} {1F54A}
This is butterfly.,This is delicate wing.,1,4,This is 🦋,This is {1F98B}
This is thinking_face [EM] dove.,This is delicate wing.,1,1,This is 🤔 🕊,This is {1F914} {1F54A}
This is white_exclamation_mark [EM] speech_balloon.,This is delicate negotiation.,1,0,This is ❕ 💬,This is {2755} {1F4AC}
This is warning [EM] package [EM] speaking_head [EM] speech_balloon.,This is delicate negotiation.,1,0,This is ⚠ 📦 🗣 💬,This is {26A0} {1F4E6} {1F5E3} {1F4AC}
This is person_in_lotus_position [EM] dove [EM] peace_symbol [EM] speaking_head.,This is delicate negotiation.,1,1,This is 🧘 🕊 ☮ 🗣,This is {1F9D8} {1F54A} {262E} {1F5E3}
This is double_exclamation_mark [EM] speaking_head.,This is delicate negotiation.,1,0,This is ‼ 🗣,This is {203C} {1F5E3}
This is speaking_head [EM] grinning_face_with_big_eyes.,This is delicate negotiation.,1,1,This is 🗣 😃,This is {1F5E3} {1F603}
This is handshake [EM] dove [EM] peace_symbol.,This is delicate negotiation.,1,1,This is 🤝 🕊 ☮,This is {1F91D} {1F54A} {262E}
This is person_raising_hand [EM] deaf_man [EM] man_pouting [EM] man_raising_hand [EM] deaf_person [EM] person_pouting.,This is delicate negotiation.,1,1,This is 🙋 🧏‍♂ 🙎‍♂ 🙋‍♂ 🧏 🙎,This is {1F64B} {1F9CF + 200D + 2642} {1F64E + 200D + 2642} {1F64B + 200D + 2642} {1F9CF} {1F64E}
This is thinking_face [EM] busts_in_silhouette.,This is delicate negotiation.,1,1,This is 🤔 👥,This is {1F914} {1F465}
This is revolving_hearts [EM] steaming_bowl.,This is delicate flavor.,1,1,This is 💞 🍜,This is {1F49E} {1F35C}
This is warning [EM] package [EM] face_savoring_food.,This is delicate flavor.,1,1,This is ⚠ 📦 😋,This is {26A0} {1F4E6} {1F60B}
This is cross_mark [EM] hot_pepper [EM] tongue.,This is delicate flavor.,1,0,This is ❌ 🌶 👅,This is {274C} {1F336} {1F445}
This is smiling_face_with_horns [EM] squinting_face_with_tongue.,This is delicate flavor.,1,1,This is 😈 😝,This is {1F608} {1F61D}
This is squinting_face_with_tongue [EM] face_savoring_food.,This is delicate flavor.,1,1,This is 😝 😋,This is {1F61D} {1F60B}
This is face_savoring_food [EM] thumbs_up.,This is delicate flavor.,1,1,This is 😋 👍,This is {1F60B} {1F44D}
This is tongue [EM] thinking_face.,This is delicate flavor.,1,1,This is 👅 🤔,This is {1F445} {1F914}
This is face_savoring_food [EM] thinking_face.,This is delicate flavor.,1,1,This is 😋 🤔,This is {1F60B} {1F914}
This is speaking_head [EM] deaf_woman.,This is sound explanation.,1,1,This is 🗣 🧏‍♀,This is {1F5E3} {1F9CF + 200D + 2640}
This is thinking_face [EM] brain [EM] speaker_high_volume [EM] speaking_head [EM] smiling_face [EM] thumbs_up.,This is sound explanation.,1,1,This is 🤔 🧠 🔊 🗣 ☺ 👍,This is {1F914} {1F9E0} {1F50A} {1F5E3} {263A} {1F44D}
This is thumbs_up [EM] speaking_head.,This is sound explanation.,1,0,This is 👍 🗣,This is {1F44D} {1F5E3}
This is speaking_head [EM] ear [EM] thumbs_up.,This is sound explanation.,1,1,This is 🗣 👂 👍,This is {1F5E3} {1F442} {1F44D}
This is thinking_face [EM] brain [EM] speaking_head [EM] slightly_smiling_face [EM] OK_button.,This is sound explanation.,1,1,This is 🤔 🧠 🗣 🙂 🆗,This is {1F914} {1F9E0} {1F5E3} {1F642} {1F197}
This is speaker_low_volume [EM] speaking_head.,This is sound explanation.,1,0,This is 🔈 🗣,This is {1F508} {1F5E3}
This is teacher [EM] speaking_head.,This is sound explanation.,1,1,This is 🧑‍🏫 🗣,This is {1F9D1 + 200D + 1F3EB} {1F5E3}
This is person_raising_hand [EM] deaf_woman [EM] thumbs_up.,This is sound explanation.,1,1,This is 🙋 🧏‍♀ 👍,This is {1F64B} {1F9CF + 200D + 2640} {1F44D}
This is ear [EM] speaking_head.,This is sound explanation.,1,1,This is 👂 🗣,This is {1F442} {1F5E3}
This is face_with_monocle.,This is sound approach.,1,4,This is 🧐,This is {1F9D0}
This is brain [EM] speaker_high_volume [EM] person_walking.,This is sound approach.,1,0,This is 🧠 🔊 🚶,This is {1F9E0} {1F50A} {1F6B6}
This is thumbs_up [EM] fast-forward_button.,This is sound approach.,1,1,This is 👍 ⏩,This is {1F44D} {23E9}
This is hundred_points [EM] light_bulb.,This is sound approach.,1,0,This is 💯 💡,This is {1F4AF} {1F4A1}
This is speaker_high_volume [EM] person_walking.,This is sound approach.,1,0,This is 🔊 🚶,This is {1F50A} {1F6B6}
This is speaker_low_volume [EM] right_arrow [EM] right_arrow_curving_down.,This is sound approach.,1,0,This is 🔈 ➡ ⤵,This is {1F508} {27A1} {2935}
This is boy [EM] magnifying_glass_tilted_left [EM] memo.,This is sound approach.,1,1,This is 👦 🔍 📝,This is {1F466} {1F50D} {1F4DD}
This is thumbs_up [EM] writing_hand [EM] bookmark_tabs.,This is sound approach.,1,0,This is 👍 ✍ 📑,This is {1F44D} {270D} {1F4D1}
This is ear [EM] clipboard.,This is sound approach.,1,0,This is 👂 📋,This is {1F442} {1F4CB}
This is face_with_spiral_eyes.,This is sound thrashing.,1,4,This is 😵‍💫,This is {1F635 + 200D + 1F4AB}
This is speaker_high_volume [EM] oncoming_fist.,This is sound thrashing.,1,0,This is 🔊 👊,This is {1F50A} {1F44A}
This is thumbs_up [EM] wastebasket.,This is sound thrashing.,1,0,This is 👍 🗑,This is {1F44D} {1F5D1}
This is speaking_head [EM] wastebasket.,This is sound thrashing.,1,0,This is 🗣 🗑,This is {1F5E3} {1F5D1}
This is speaker_high_volume [EM] boxing_glove.,This is sound thrashing.,1,0,This is 🔊 🥊,This is {1F50A} {1F94A}
This is speaker_low_volume [EM] wastebasket [EM] litter_in_bin_sign.,This is sound thrashing.,1,0,This is 🔈 🗑 🚮,This is {1F508} {1F5D1} {1F6AE}
This is enraged_face [EM] broom [EM] loudly_crying_face.,This is sound thrashing.,1,1,This is 😡 🧹 😭,This is {1F621} {1F9F9} {1F62D}
This is speaker_high_volume [EM] person_gesturing_NO.,This is sound thrashing.,1,0,This is 🔊 🙅,This is {1F50A} {1F645}
This is ear [EM] wastebasket.,This is sound thrashing.,1,0,This is 👂 🗑,This is {1F442} {1F5D1}
This is thinking_face.,This is sound advice.,1,4,This is 🤔,This is {1F914}
This is speaker_high_volume [EM] speaking_head.,This is sound advice.,1,0,This is 🔊 🗣,This is {1F50A} {1F5E3}
This is thumbs_up [EM] speaking_head.,This is sound advice.,1,0,This is 👍 🗣,This is {1F44D} {1F5E3}
This is speaking_head [EM] deaf_man [EM] hundred_points.,This is sound advice.,1,0,This is 🗣 🧏‍♂ 💯,This is {1F5E3} {1F9CF + 200D + 2642} {1F4AF}
This is speaker_high_volume [EM] speaking_head.,This is sound advice.,1,0,This is 🔊 🗣,This is {1F50A} {1F5E3}
This is thumbs_up_light_skin_tone [EM] studio_microphone [EM] speaking_head.,This is sound advice.,1,0,This is 👍🏻 🎙 🗣,This is {1F44D + 1F3FB} {1F399} {1F5E3}
This is boy [EM] speaking_head [EM] woman [EM] thinking_face [EM] thumbs_up.,This is sound advice.,1,1,This is 👦 🗣 👩 🤔 👍,This is {1F466} {1F5E3} {1F469} {1F914} {1F44D}
This is thumbs_up [EM] deaf_woman.,This is sound advice.,1,1,This is 👍 🧏‍♀,This is {1F44D} {1F9CF + 200D + 2640}
This is ear [EM] speech_balloon.,This is sound advice.,1,1,This is 👂 💬,This is {1F442} {1F4AC}
This is sun [EM] dress.,This is bright future.,0,6,This is ☀ 👗,This is {2600} {1F457}
This is sparkles [EM] dress.,This is bright future.,0,6,This is ✨ 👗,This is {2728} {1F457}
This is bright_button [EM] dress.,This is bright future.,0,6,This is 🔆 👗,This is {1F506} {1F457}
This is bright_button [EM] dress.,This is bright future.,0,6,This is 🔆 👗,This is {1F506} {1F457}
This is bright_button [EM] men’s_room [EM] women’s_room.,This is bright future.,0,6,This is 🔆 🚹 🚺,This is {1F506} {1F6B9} {1F6BA}
This is sun [EM] school.,This is bright future.,0,6,This is ☀ 🏫,This is {2600} {1F3EB}
This is bright_button [EM] men’s_room [EM] women’s_room.,This is bright future.,0,6,This is 🔆 🚹 🚺,This is {1F506} {1F6B9} {1F6BA}
This is sun [EM] school.,This is bright future.,0,6,This is ☀ 🏫,This is {2600} {1F3EB}
This is bright_button [EM] dress [EM] woman_dancing.,This is bright sun.,0,6,This is 🔆 👗 💃,This is {1F506} {1F457} {1F483}
This is light_bulb [EM] candle [EM] house.,This is bright sun.,0,6,This is 💡 🕯 🏠,This is {1F4A1} {1F56F} {1F3E0}
This is smiling_face_with_sunglasses [EM] man_scientist [EM] woman_health_worker [EM] technologist.,This is bright sun.,0,6,This is 😎 👨‍🔬 👩‍⚕ 🧑‍💻,This is {1F60E} {1F468 + 200D + 1F52C} {1F469 + 200D + 2695} {1F9D1 + 200D + 1F4BB}
This is bright_button [EM] men’s_room [EM] women’s_room.,This is bright sun.,0,6,This is 🔆 🚹 🚺,This is {1F506} {1F6B9} {1F6BA}
This is sun [EM] artist_palette [EM] dress.,This is bright sun.,0,6,This is ☀ 🎨 👗,This is {2600} {1F3A8} {1F457}
This is bright_button [EM] dress [EM] woman_dancing.,This is bright sun.,0,6,This is 🔆 👗 💃,This is {1F506} {1F457} {1F483}
This is bright_button [EM] men’s_room [EM] women’s_room.,This is bright sun.,0,6,This is 🔆 🚹 🚺,This is {1F506} {1F6B9} {1F6BA}
This is sun [EM] school.,This is bright sun.,0,6,This is ☀ 🏫,This is {2600} {1F3EB}
This is bright_button [EM] sun.,This is bright dress.,0,6,This is 🔆 ☀,This is {1F506} {2600}
This is sparkles [EM] sun.,This is bright dress.,0,6,This is ✨ ☀,This is {2728} {2600}
This is sun [EM] bright_button.,This is bright dress.,0,6,This is ☀ 🔆,This is {2600} {1F506}
This is bright_button [EM] men’s_room [EM] women’s_room.,This is bright dress.,0,6,This is 🔆 🚹 🚺,This is {1F506} {1F6B9} {1F6BA}
This is sun [EM] crystal_ball.,This is bright dress.,0,6,This is ☀ 🔮,This is {2600} {1F52E}
This is sun [EM] school.,This is bright dress.,0,6,This is ☀ 🏫,This is {2600} {1F3EB}
This is bright_button [EM] men’s_room [EM] women’s_room.,This is bright dress.,0,6,This is 🔆 🚹 🚺,This is {1F506} {1F6B9} {1F6BA}
This is sparkles [EM] sun.,This is bright dress.,0,6,This is ✨ ☀,This is {2728} {2600}
This is bright_button [EM] crystal_ball.,This is bright room.,0,6,This is 🔆 🔮,This is {1F506} {1F52E}
This is sun [EM] artist_palette [EM] dress.,This is bright room.,0,6,This is ☀ 🎨 👗,This is {2600} {1F3A8} {1F457}
This is dress [EM] sparkles.,This is bright room.,0,6,This is 👗 ✨,This is {1F457} {2728}
This is bright_button [EM] dress [EM] woman_dancing.,This is bright room.,0,6,This is 🔆 👗 💃,This is {1F506} {1F457} {1F483}
This is sun [EM] artist_palette [EM] dress.,This is bright room.,0,6,This is ☀ 🎨 👗,This is {2600} {1F3A8} {1F457}
This is sun [EM] glowing_star.,This is bright room.,0,6,This is ☀ 🌟,This is {2600} {1F31F}
This is sun [EM] bright_button.,This is bright room.,0,6,This is ☀ 🔆,This is {2600} {1F506}
This is bright_button [EM] dress [EM] woman_dancing.,This is bright room.,0,6,This is 🔆 👗 💃,This is {1F506} {1F457} {1F483}
This is new_moon [EM] school [EM] shushing_face [EM] Japanese_secret_button.,This is dark shadow.,0,6,This is 🌑 🏫 🤫 ㊙,This is {1F311} {1F3EB} {1F92B} {3299}
This is fearful_face [EM] ogre.,This is dark shadow.,0,6,This is 😨 👹,This is {1F628} {1F479}
This is new_moon [EM] cross_mark [EM] light_bulb.,This is dark shadow.,0,6,This is 🌑 ❌ 💡,This is {1F311} {274C} {1F4A1}
This is smiling_face_with_horns [EM] red_question_mark [EM] woman_shrugging.,This is dark shadow.,0,6,This is 😈 ❓ 🤷‍♀,This is {1F608} {2753} {1F937 + 200D + 2640}
This is smiling_face_with_horns [EM] chart_increasing.,This is dark shadow.,0,6,This is 😈 📈,This is {1F608} {1F4C8}
This is new_moon.,This is dark shadow.,0,6,This is 🌑,This is {1F311}
This is new_moon.,This is dark shadow.,0,6,This is 🌑,This is {1F311}
This is sunglasses [EM] angry_face_with_horns.,This is dark shadow.,0,6,This is 🕶 👿,This is {1F576} {1F47F}
This is new_moon [EM] water_wave [EM] sweat_droplets.,This is dark day.,0,6,This is 🌑 🌊 💦,This is {1F311} {1F30A} {1F4A6}
This is sunglasses [EM] house.,This is dark day.,0,6,This is 🕶 🏠,This is {1F576} {1F3E0}
This is new_moon [EM] cross_mark [EM] light_bulb.,This is dark day.,0,6,This is 🌑 ❌ 💡,This is {1F311} {274C} {1F4A1}
This is new_moon.,This is dark day.,0,6,This is 🌑,This is {1F311}
This is sunglasses [EM] water_wave.,This is dark day.,0,6,This is 🕶 🌊,This is {1F576} {1F30A}
This is new_moon [EM] men’s_room.,This is dark day.,0,6,This is 🌑 🚹,This is {1F311} {1F6B9}
This is angry_face_with_horns.,This is dark day.,0,6,This is 👿,This is {1F47F}
This is sunglasses [EM] water_wave.,This is dark day.,0,6,This is 🕶 🌊,This is {1F576} {1F30A}
This is new_moon [EM] no_one_under_eighteen [EM] water_wave.,This is dark glass.,0,6,This is 🌑 🔞 🌊,This is {1F311} {1F51E} {1F30A}
This is new_moon [EM] boomerang.,This is dark glass.,0,6,This is 🌑 🪃,This is {1F311} {1FA83}
This is angry_face_with_horns [EM] smiling_face_with_horns.,This is dark glass.,0,6,This is 👿 😈,This is {1F47F} {1F608}
This is fearful_face [EM] ogre.,This is dark glass.,0,6,This is 😨 👹,This is {1F628} {1F479}
This is black_circle [EM] water_wave.,This is dark glass.,0,6,This is ⚫ 🌊,This is {26AB} {1F30A}
This is new_moon.,This is dark glass.,0,6,This is 🌑,This is {1F311}
This is new_moon_face.,This is dark glass.,0,6,This is 🌚,This is {1F31A}
This is smiling_face_with_horns [EM] chart_increasing.,This is dark glass.,0,6,This is 😈 📈,This is {1F608} {1F4C8}
This is cross_mark [EM] light_bulb [EM] person_standing.,This is dark undercurrent.,0,6,This is ❌ 💡 🧍,This is {274C} {1F4A1} {1F9CD}
This is black_circle [EM] brick.,This is dark undercurrent.,0,6,This is ⚫ 🧱,This is {26AB} {1F9F1}
